LUCAS_L2_codes;10;19;11;15;18;12;13;14;16;17;20;30;31;40;41;50;60;70;80;100;90;110
A11;2;2;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A12;2;2;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0
A13;1;1;0;1;0;0;0;0;1;1;1;0;2;0;0;0;1;1;0;0;0;0
A21;0;0;0;2;1;1;1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0
A22;0;0;2;1;2;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0
A30;1;1;1;1;1;1;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0
B11;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B12;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B13;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B14;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B15;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B16;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B17;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B18;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B19;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B21;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B22;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B23;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B31;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B32;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B33;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B34;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B35;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B36;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B37;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B41;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B42;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B43;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B44;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B45;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
B51;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0
B52;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0
B53;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0
B54;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;1;0;0;0;0;0
B55;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0
B71;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B72;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B73;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B74;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B75;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B76;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B77;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
B81;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0
B82;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0
B83;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0
B84;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0
Bx1;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;0;0;1;0;0;0;0
Bx2;0;0;0;0;0;0;0;0;1;0;1;2;0;1;0;0;0;0;0;0;0;0
C10;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C21;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C22;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C23;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C31;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C32;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
C33;0;0;0;0;0;0;0;0;1;0;0;1;0;2;1;1;0;0;0;0;1;0
Cx1;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;1;0
D10;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;2;1;0;0;0;1;0
D20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;2;1;1;0;0;1;0
E10;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;0;0;0;1;0
E20;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;0;0;0;1;0
E30;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;2;0;0;0;1;0
F10;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;2;0;1;0;0
F20;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;2;0;0;0;0
F30;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;2;0;0;1;0
F40;0;0;1;0;0;1;1;0;0;1;1;1;0;0;1;0;1;2;0;0;1;0
G11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
G12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
G21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
G22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
G30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0
G40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
G50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
H11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0
H12;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;2;0
H21;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0
H22;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0
H23;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0